net_size,capacity,complexity,arrival_mean,arrival_rate,arrival_std,arrival_cv,arrival_skew,arrival_lag1,service_mean,service_rate,service_std,service_cv,service_skew,busy,arrival_d0,arrival_d1,service_s,service_p
4,7,complex,0.9999746885873237,1.00002531205336,2.893499395975678,2.893572636386786,5.136851342827989,1.1460177750434652e-05,0.5501937527040186,1.8175415389312108,1.6531918927534583,3.004744936903722,3.945890860164795,0.5502076792376455,"[[-0.18594062  0.18593488]
 [ 0.         -6.32871891]]","[[5.73819889e-06 4.57477564e-17]
 [9.90770623e-01 5.33794829e+00]]","[[-402.97680507  402.97680507    0.            0.        ]
 [   0.         -402.97680507    0.            0.        ]
 [   0.            0.           -0.53953666    0.53953666]
 [   0.            0.            0.           -0.53953666]]",[0.85271683 0.         0.14728317 0.        ]
1,5,simple,0.9999924094211959,1.0000075906364214,1.9899684471864827,1.9899835523134553,4.303054610528242,4.0916333091455325e-06,0.3724509490895895,2.684917309096344,0.22488912354785284,0.6038087004411363,3.8662971359706297,0.3724537762293288,"[[-0.30760746  0.30760324]
 [ 0.         -2.91986901]]","[[4.22144208e-06 2.41137510e-16]
 [5.90553606e-01 2.32931540e+00]]","[[-14.22586158  14.22586158   0.           0.           0.
    0.           0.           0.           0.        ]
 [  0.         -14.22586158  14.22586158   0.           0.
    0.           0.           0.           0.        ]
 [  0.           0.         -14.22586158  14.22586158   0.
    0.           0.           0.           0.        ]
 [  0.           0.           0.         -14.22586158  14.22586158
    0.           0.           0.           0.        ]
 [  0.           0.           0.           0.         -14.22586158
    0.           0.           0.           0.        ]
 [  0.           0.           0.           0.           0.
   -3.31020966   3.31020966   0.           0.        ]
 [  0.           0.           0.           0.           0.
    0.          -3.31020966   3.31020966   0.        ]
 [  0.           0.           0.           0.           0.
    0.           0.          -3.31020966   3.31020966]
 [  0.           0.           0.           0.           0.
    0.           0.           0.          -3.31020966]]","[0.97551857 0.         0.         0.         0.         0.02448143
 0.         0.         0.        ]"
8,0,complex,1.0000004426454996,0.9999995573546964,1.9135173390161302,1.9135164920066665,5.4833637950307645,3.261744286354989e-06,1.4951374931305086,0.668834809236311,3.548032927808459,2.373047926434921,5.474446700171862,1.495136831314919,"[[-0.24974424  0.24974172]
 [ 0.         -1.79528709]]","[[2.52013996e-06 4.55841792e-16]
 [1.98617061e-01 1.59667003e+00]]","[[-0.14108891  0.14108891]
 [ 0.         -1.75583711]]",[0.13059311 0.86940689]
8,5,complex,1.4539989375022049,0.6877584117894059,5.005750433875836,3.442746968216574,4.507361553668952,0.6383872517883452,1.5617119587151282,0.6403229445862302,1.1999289948447291,0.7683420672733723,0.8765601713864203,1.0740805363984387,"[[-2.31679962e+03  2.31679962e+03  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00 -2.31679962e+03  2.31679962e+03  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00 -2.31679962e+03  2.31679962e+03
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.31679962e+03
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  -1.60367582e-01  1.60361500e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00 -1.60363193e-01]]","[[1.18371745e-06 6.99620411e-19 5.87651397e-17 0.00000000e+00
  1.39482318e-18 6.65316837e-17]
 [9.71091342e-08 1.62477047e-16 1.05108897e-16 3.02565296e-17
  8.28685167e-19 4.73176226e-17]
 [4.88632580e-07 8.54318914e-17 0.00000000e+00 1.28627386e-17
  0.00000000e+00 0.00000000e+00]
 [2.31673195e+03 1.25455755e-13 1.57789565e-13 1.27262794e-13
  6.76691881e-02 1.27474534e-13]
 [6.08186113e-06 6.51021503e-16 2.70939366e-16 6.42745650e-18
  1.86221716e-17 1.69595783e-16]
 [2.94525418e-05 0.00000000e+00 0.00000000e+00 1.91567673e-17
  1.60333464e-01 2.75996872e-07]]","[[-9.59098953  9.59098953  0.          0.          0.          0.
   0.        ]
 [ 0.         -9.59098953  9.59098953  0.          0.          0.
   0.        ]
 [ 0.          0.         -9.59098953  0.          0.          0.
   0.        ]
 [ 0.          0.          0.         -1.91215962  1.91215962  0.
   0.        ]
 [ 0.          0.          0.          0.         -1.91215962  1.91215962
   0.        ]
 [ 0.          0.          0.          0.          0.         -1.91215962
   1.91215962]
 [ 0.          0.          0.          0.          0.          0.
  -1.91215962]]","[0.29799842 0.         0.         0.70200158 0.         0.
 0.        ]"
8,4,complex,1.0009935791982905,0.9990074070214454,2.7079508095878593,2.705262916627991,3.8113737411297826,0.3403714035807443,1.207913026836194,0.827874174533272,4.798174971335862,3.972285143660882,5.382881857423663,1.2067140608470517,"[[-26.22246935  26.22237922   0.           0.        ]
 [  0.         -26.22267412   0.           0.        ]
 [  0.           0.          -0.33742653   0.33741203]
 [  0.           0.           0.          -0.3375114 ]]","[[0.00000000e+00 1.05187919e-18 9.01364052e-05 0.00000000e+00]
 [2.43492724e+01 0.00000000e+00 1.87340171e+00 0.00000000e+00]
 [0.00000000e+00 0.00000000e+00 1.45035379e-05 1.34498042e-18]
 [1.28419849e-01 2.16656814e-05 2.09069881e-01 2.77265582e-19]]","[[-56.20485263  56.20485263   0.           0.        ]
 [  0.         -56.20485263   0.           0.        ]
 [  0.           0.          -0.14403807   0.14403807]
 [  0.           0.           0.          -0.14403807]]",[0.91535307 0.         0.08464693 0.        ]
9,2,complex,0.9999962238119402,1.0000037762023195,2.152503137835651,2.152511266122993,5.829829694862761,4.517307275409347e-06,0.4180607159411382,2.391997051788997,0.8475348662074206,2.0273009012565324,3.342880676255118,0.4180622946229834,"[[-0.21511878  0.21511601]
 [ 0.         -1.99165182]]","[[2.77573125e-06 3.13942624e-15]
 [2.13319155e-01 1.77833266e+00]]","[[ -0.88897706   0.88897706]
 [  0.         -29.79051358]]",[0.34180544 0.65819456]
3,3,complex,1.0000167226557306,0.9999832776239119,1.2414328515890893,1.241412091882057,5.363691945155838,8.673358836857619e-07,1.9379369432946891,0.5160126615368087,5.086652471218909,2.6247770799864543,3.45733980281632,1.9379045363842884,"[[-0.23954417  0.23954296]
 [ 0.         -1.09314785]]","[[1.20812614e-06 1.22323578e-16]
 [2.23173173e-02 1.07083053e+00]]","[[-58.78322243  58.78322243   0.           0.        ]
 [  0.         -58.78322243   0.           0.        ]
 [  0.           0.          -0.19341685   0.19341685]
 [  0.           0.           0.          -0.19341685]]",[0.81526768 0.         0.18473232 0.        ]
10,1,complex,0.999684278793215,1.0003158209181464,2.506745106651382,2.5075367891925238,3.3430999255762495,0.14686759165349797,0.7741173205330656,1.291793857953455,0.8392300975967951,1.0841122854852183,4.873763384994691,0.7743618029759894,"[[-65.61591241  65.61591241   0.           0.        ]
 [  0.         -65.61598785   0.           0.        ]
 [  0.           0.          -0.40167349   0.40167349]
 [  0.           0.           0.          -0.40180566]]","[[3.74108811e-18 1.61131105e-18 0.00000000e+00 2.63638275e-18]
 [5.58370923e+01 1.27390056e-03 9.77591011e+00 1.71153274e-03]
 [2.54150008e-21 0.00000000e+00 0.00000000e+00 2.35538235e-18]
 [2.45670411e-01 1.01483995e-04 1.56033765e-01 0.00000000e+00]]","[[-0.18402169  0.18402169]
 [ 0.         -1.31088062]]",[0.00207417 0.99792583]
1,4,simple,0.9999848615291365,1.0000151387000402,1.9195048188587547,1.9195338776664332,3.7635982012257307,5.228232189746234e-06,0.3306337295930627,3.0244948125249644,0.6821772415176518,2.063241528192728,2.9296269507443022,0.33063873495791823,"[[-0.35692084  0.35691386]
 [ 0.         -3.92142285]]","[[6.97763480e-06 5.84111390e-16]
 [1.04268239e+00 2.87874046e+00]]","[[-64.44659505  64.44659505   0.           0.        ]
 [  0.         -64.44659505   0.           0.        ]
 [  0.           0.          -1.60702925   1.60702925]
 [  0.           0.           0.          -1.60702925]]",[0.75311039 0.         0.24688961 0.        ]
9,8,complex,1.0000000125138653,0.9999999874861348,1.588764729670299,1.5887647097887114,1.5791193771326548,6.248186364122789e-09,1.726489659641726,0.5792099561184257,2.817339552367193,1.631831118497307,3.5726530005358788,1.7264896380366674,"[[-3.13725043e+04  3.13725043e+04  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00]
 [ 0.00000000e+00 -3.13725043e+04  3.13725043e+04  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00 -3.13725043e+04  3.13725043e+04
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.13725043e+04
   3.13725043e+04  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  -3.13725043e+04  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00 -1.41862651e+00  1.41862651e+00  0.00000000e+00
   0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00 -1.41862651e+00  1.41862651e+00
   0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.41862651e+00
   1.41862651e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  -1.41862651e+00]]","[[2.60993518e-23 0.00000000e+00 1.91483193e-24 5.23686274e-24
  0.00000000e+00 7.29679139e-24 7.67517397e-25 1.67010706e-24
  1.38268862e-24]
 [0.00000000e+00 0.00000000e+00 2.35798000e-23 0.00000000e+00
  1.85611886e-24 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00]
 [0.00000000e+00 2.23702246e-24 3.22697290e-23 0.00000000e+00
  1.39762409e-23 0.00000000e+00 7.35532554e-24 5.05516610e-25
  0.00000000e+00]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 7.59029243e-24
  2.43105395e-24 0.00000000e+00 9.65090225e-24 0.00000000e+00
  0.00000000e+00]
 [2.02471821e+04 0.00000000e+00 0.00000000e+00 1.48402820e-23
  0.00000000e+00 1.11253222e+04 1.03842670e-24 0.00000000e+00
  0.00000000e+00]
 [0.00000000e+00 1.55791922e-23 2.97346576e-23 1.82115475e-23
  1.60164849e-23 1.11883523e-24 1.92176632e-24 0.00000000e+00
  0.00000000e+00]
 [0.00000000e+00 2.81530471e-23 1.49004734e-23 7.17296678e-24
  7.18525035e-24 5.86858280e-10 0.00000000e+00 0.00000000e+00
  0.00000000e+00]
 [0.00000000e+00 4.54690176e-24 0.00000000e+00 1.25894137e-23
  8.85833452e-24 4.56773764e-09 1.58207803e-09 0.00000000e+00
  0.00000000e+00]
 [9.15552955e-01 0.00000000e+00 1.42203536e-23 9.47136277e-24
  0.00000000e+00 5.03073552e-01 4.56773746e-09 5.86858224e-10
  0.00000000e+00]]","[[-0.24813812  0.24813812]
 [ 0.         -1.5370224 ]]",[0.2669671 0.7330329]
